OBST ID;TYPE;COORD;LAT;LONG;HGT AGL (FT);ELEV MSL (FT);LGT COLOR;LGT TYPE;LGT INTST;LGT HR;MARKINGS;Area of coverage;Identification of the data originator;Data source identifier;Horizontal accuracy (m);Horizontal confidence level (%);Horizontal resolution (m);Horizontal extent;Horizontal reference system;Vertical accuracy (m);Vertical confidence level (%);Vertical resolution (m);Vertical reference system;Geometry type;Unit of measurement;Integrity;Date and time stamp
EFINOB 11592;Mast;695350.539N 270324.916E;69.8973720563;27.0569212197;397;1445;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1979 0.00.00 +00:00
EFINOB 11607;Mast;633314.031N 243346E;63.5538975378;24.5627778824;486;1065;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;26.9.1989 0.00.00 +00:00
EFINOB 11639;Mast;640351.869N 234026.731E;64.0644080593;23.6740919454;348;393;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;16.11.1987 0.00.00 +00:00
EFINOB 11653;Mast;640424.497N 243237.097E;64.0734714307;24.5436379619;329;520;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1983 0.00.00 +00:00
EFINOB 11654;Mast;640416.315N 243509.34E;64.0711987388;24.5859277514;539;755;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.5.1972 0.00.00 +00:00
EFINOB 11660;Mast;641526.864N 244912.483E;64.2574621755;24.8201340834;334;557;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;16.11.1987 0.00.00 +00:00
EFINOB 11665;Mast;640841.996N 252209.682E;64.1449989027;25.3693561123;329;745;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.3.1992 0.00.00 +00:00
EFINOB 11666;Chimney;640721.984N 252446.717E;64.1227734208;25.4129770077;427;733;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;19.10.1987 0.00.00 +00:00
EFINOB 11667;Mast;640958.345N 251539.639E;64.1662070827;25.2610107699;1073;1566;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.7.1991 0.00.00 +00:00
EFINOB 11671;Chimney;643825.066N 242413.023E;64.6402960909;24.4036174209;345;366;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;5.7.1991 0.00.00 +00:00
EFINOB 11672;Chimney;643823.919N 242424.41E;64.639977384;24.4067804544;345;369;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;5.7.1991 0.00.00 +00:00
EFINOB 11704;Mast;655602.016N 244207.148E;65.933893338;24.701985594;332;434;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1976 0.00.00 +00:00
EFINOB 11705;Mast;660700.143N 244156.091E;66.1167063491;24.6989140555;991;1436;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1982 0.00.00 +00:00
EFINOB 11721;Mast;664614.205N 235709.18E;66.7706124124;23.9525498927;335;773;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1973 0.00.00 +00:00
EFINOB 11728;Mast;662228.42N 251211.062E;66.3745610894;25.2030727548;366;852;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;6.4.1987 0.00.00 +00:00
EFINOB 11734;Mast;664747.868N 240657.985E;66.7966300606;24.1161069721;332;1348;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1973 0.00.00 +00:00
EFINOB 11735;Mast;664125.947N 243704.174E;66.6905407657;24.6178261904;397;1322;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1972 0.00.00 +00:00
EFINOB 11751;Mast;673401.313N 241241.092E;67.5670312973;24.2114145828;414;2699;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1984 0.00.00 +00:00
EFINOB 11772;Mast;682458.982N 225019.523E;68.4163839641;22.838756284;397;1743;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1984 0.00.00 +00:00
EFINOB 11785;Mast;610752.853N 283229.008E;61.1313479946;28.541391175;693;1031;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1968 0.00.00 +00:00
EFINOB 11792;Mast;610954.793N 284659.088E;61.1652202957;28.7830799761;332;575;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;10.6.1987 0.00.00 +00:00
EFINOB 11801;Chimney;611454.264N 285154.902E;61.2484065691;28.8652506776;360;649;R;F;LIM;HN;Y;NIL;NIL;Traficom;5;90;5;NIL;NIL;3;90;0.1;NIL;POINT;ft/m;Essential;18.7.1991 0.00.00 +00:00
EFINOB 11804;Chimney;611458.811N 285159.574E;61.2496696823;28.866548398;449;717;R;F;LIM;HN;Y;NIL;NIL;Traficom;5;90;5;NIL;NIL;3;90;0.1;NIL;POINT;ft/m;Essential;17.11.1987 0.00.00 +00:00
EFINOB 11813;Mast;615026.765N 285025.941E;61.8407680223;28.8405390291;413;914;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.11.1987 0.00.00 +00:00
EFINOB 11831;Mast;615216.318N 285151.152E;61.8711994509;28.8642089982;365;785;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.11.1983 0.00.00 +00:00
EFINOB 11846;Mast;624406.94N 294900.122E;62.7352611097;29.8167006083;329;736;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.9.1989 0.00.00 +00:00
EFINOB 11914;Mast;643259.008N 295902.769E;64.5497243908;29.9841025691;330;1151;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1976 0.00.00 +00:00
EFINOB 11943;Mast;660936.716N 290907.839E;66.1601988336;29.1521774236;394;1920;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1984 0.00.00 +00:00
EFINOB 11961;Mast;694018.082N 290545.396E;69.6716893153;29.0959433768;329;929;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;15.7.1991 0.00.00 +00:00
EFINOB 11968;Mast;624419.543N 273229.904E;62.7387618502;27.5416399644;1044;1669;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;19.6.1990 0.00.00 +00:00
EFINOB 11978;Chimney;625244.287N 274027.678E;62.8789687115;27.6743550438;391;667;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1984 0.00.00 +00:00
EFINOB 11984;Mast;625335.743N 273907.441E;62.8932620201;27.6520669034;366;786;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1976 0.00.00 +00:00
EFINOB 12009;Mast;631718.677N 253850.025E;63.2885212859;25.6472290488;1054;1656;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1975 0.00.00 +00:00
EFINOB 12022;Mast;631326.823N 264751.179E;63.2241175399;26.7975498064;432;995;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1984 0.00.00 +00:00
EFINOB 12073;Mast;630503.932N 273944.833E;63.0844254242;27.6624537441;437;761;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1982 0.00.00 +00:00
EFINOB 12086;Mast;632242.241N 274604.033E;63.3784001684;27.7677868483;386;1070;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.11.1987 0.00.00 +00:00
EFINOB 12108;Mast;632155.938N 282636.772E;63.3655381989;28.4435478289;464;1078;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1979 0.00.00 +00:00
EFINOB 12111;Mast;633748.356N 270428.901E;63.6300990268;27.0746947409;378;1036;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.11.1987 0.00.00 +00:00
EFINOB 12123;Mast;635129.203N 272156.034E;63.8581119809;27.3655649254;353;1004;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.11.1987 0.00.00 +00:00
EFINOB 12155;Mast;623419.153N 254317.252E;62.5719869935;25.7214588619;404;782;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.5.1990 0.00.00 +00:00
EFINOB 12156;Mast;623623.017N 254014.283E;62.6063936757;25.6706341111;329;951;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1971 0.00.00 +00:00
EFINOB 12160;Mast;623256.577N 255103.943E;62.5490490563;25.8510951924;329;809;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.3.1989 0.00.00 +00:00
EFINOB 12174;Mast;615342.251N 271724.987E;61.8950696132;27.2902741213;395;794;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1979 0.00.00 +00:00
EFINOB 12183;Mast;621601.169N 270755.993E;62.2669914326;27.1322202603;443;1083;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;14.2.1990 0.00.00 +00:00
EFINOB 12194;Mast;615321.076N 275234.712E;61.8891876836;27.8763089907;332;797;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1974 0.00.00 +00:00
EFINOB 12206;Chimney;621905.737N 275352.497E;62.3182602285;27.8979158384;329;593;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;5.4.1991 0.00.00 +00:00
EFINOB 12209;Chimney;621859.7N 275338.749E;62.3165834148;27.8940969803;394;657;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.10.1988 0.00.00 +00:00
EFINOB 12210;Mast;621815.937N 275550.311E;62.30442681;27.930641985;405;837;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1971 0.00.00 +00:00
EFINOB 12211;Mast;622025.385N 275130.662E;62.3403846112;27.8585173041;390;732;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1981 0.00.00 +00:00
EFINOB 12214;Chimney;621907.705N 275358.481E;62.3188070826;27.89957799;404;669;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1979 0.00.00 +00:00
EFINOB 12216;Chimney;621857.88N 275344.481E;62.3160777446;27.8956891043;396;668;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1974 0.00.00 +00:00
EFINOB 12251;Mast;614214.649N 271516.498E;61.7040692373;27.2545827035;364;699;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1984 0.00.00 +00:00
EFINOB 12260;Mast;613505.564N 272755.912E;61.5848789718;27.465530983;693;1183;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1968 0.00.00 +00:00
EFINOB 12297;Chimney;621521.439N 211940.844E;62.255955378;21.3280123269;455;463;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1979 0.00.00 +00:00
EFINOB 12348;Mast;622537.01N 221240.295E;62.4269473043;22.2111931747;453;831;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;29.1.1986 0.00.00 +00:00
EFINOB 12381;Chimney;630529.575N 213307.898E;63.091548744;21.5521938025;499;507;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1983 0.00.00 +00:00
EFINOB 12390;Mast;630545.657N 213856.72E;63.0960157357;21.6490888426;459;507;R;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1984 0.00.00 +00:00
EFINOB 12414;Mast;601124.915N 194417.704E;60.1902540849;19.7382511495;356;538;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1976 0.00.00 +00:00
EFINOB 12417;Mast;600108.691N 200003.654E;60.0190809083;20.0010148726;525;576;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.4.1987 0.00.00 +00:00
EFINOB 12430;Mast;601245.808N 200803.22E;60.2127243816;20.1342276485;696;863;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1972 0.00.00 +00:00
EFINOB 12434;Mast;600730.385N 203925.265E;60.125106833188;20.6570180777503;329;415;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1977 0.00.00 +00:00
EFINOB 12449;Mast;601005.636N 213249.257E;60.1682321061;21.547015754;352;459;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1967 0.00.00 +00:00
EFINOB 12499;Chimney;613436.685N 213311.31E;61.5768570632;21.5531417499;430;456;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1975 0.00.00 +00:00
EFINOB 12556;Mast;610024.57N 253124.343E;61.0068248672;25.5234287161;1073;1787;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;26.2.1986 0.00.00 +00:00
EFINOB 12558;Mast;605843.367N 253855.299E;60.978713068611114;25.64869424561111;522;972;R;F;NIL;HN;Y;NIL;NIL;Traficom;50;90;5;NIL;NIL;30;90;1;NIL;POINT;ft/m;Routine;31.12.1967 0.00.00 +00:00
EFINOB 12559;Mast;605848.265N 253836.866E;60.98007349280556;25.643573991805557;499;952;R;F;NIL;HN;Y;NIL;NIL;Traficom;50;90;5;NIL;NIL;30;90;1;NIL;POINT;ft/m;Routine;31.12.1967 0.00.00 +00:00
EFINOB 12570;Chimney;605930.809N 254312.001E;60.991891256;25.720000402;509;832;W;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1974 0.00.00 +00:00
EFINOB 12620;Chimney;610357.33N 281422.433E;61.0659249095;28.2395648123;378;723;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;6.6.1989 0.00.00 +00:00
EFINOB 12657;Mast;603405.862N 255441.096E;60.5682949177;25.9114155668;588;746;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.10.1988 0.00.00 +00:00
EFINOB 12670;Chimney;602926.33N 265705.496E;60.490647244;26.9515267859;393;435;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1968 0.00.00 +00:00
EFINOB 12679;Mast;603113.637N 262713.252E;60.5204546682;26.4536810278;331;553;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1984 0.00.00 +00:00
EFINOB 12682;Chimney;604607.193N 264624.503E;60.7686646196;26.7734729287;364;502;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1968 0.00.00 +00:00
EFINOB 12687;Chimney;603159.996N 265444.316E;60.5333322516;26.91231012;414;438;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1968 0.00.00 +00:00
EFINOB 12695;Chimney;604229.331N 264913.064E;60.7081475758;26.8202955202;356;467;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1968 0.00.00 +00:00
EFINOB 12705;Mast;604132.253N 270247.541E;60.6922925637;27.0465391872;1044;1285;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.1.1971 0.00.00 +00:00
EFINOB 12736;Mast;605028.752N 263547.082E;60.8413198697;26.5964116125;475;689;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1976 0.00.00 +00:00
EFINOB 12755;Chimney;605408.17N 263905.035E;60.902269548;26.6513985652;411;613;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1968 0.00.00 +00:00
EFINOB 12781;Mast;610805.573N 264850.329E;61.1348813416;26.8139801565;366;649;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1978 0.00.00 +00:00
EFINOB 12797;Mast;614502.419N 255252.944E;61.7506719851;25.8813733066;367;1044;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1976 0.00.00 +00:00
EFINOB 12863;Chimney;614839.601N 251419.986E;61.8110003659;25.2388850854;395;684;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1967 0.00.00 +00:00
EFINOB 12908;Mast;600731.798N 232935.857E;60.1254993573;23.4932936147;749;995;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.11.1987 0.00.00 +00:00
EFINOB 12967;Mast;621301.471N 234735.809E;62.2170751793;23.7932803612;507;1107;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1975 0.00.00 +00:00
EFINOB 12971;Mast;621454.194N 235226.007E;62.2483871946;23.8738907566;342;958;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;6.11.1987 0.00.00 +00:00
EFINOB 12972;Mast;622507.625N 224210.616E;62.4187847231;22.7029487887;430;918;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;6.11.1987 0.00.00 +00:00
EFINOB 12991;Mast;624640.36N 224823.56E;62.7778776871;22.8065445646;420;710;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.5.1972 0.00.00 +00:00
EFINOB 13010;Mast;623143.455N 235049.732E;62.5287373792;23.8471477753;454;1016;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1975 0.00.00 +00:00
EFINOB 13029;Mast;620054.122N 244142.088E;62.0150338633;24.6950245474;378;748;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;9.1.1989 0.00.00 +00:00
EFINOB 13033;Chimney;620138.036N 243807.785E;62.0272321265;24.6354958026;389;742;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.1972 0.00.00 +00:00
EFINOB 13041;Mast;621556.883N 244407.75E;62.2658007656;24.7354860758;440;1025;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1975 0.00.00 +00:00
EFINOB 13056;Mast;622001.835N 245242.369E;62.3338431664;24.8784358251;361;1093;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;13.11.1987 0.00.00 +00:00
EFINOB 13059;Mast;621550.594N 250947.252E;62.2640539421;25.1631256674;433;908;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.1972 0.00.00 +00:00
EFINOB 13061;Mast;622617.011N 240739.792E;62.4380586233;24.1277200637;571;1191;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;13.11.1987 0.00.00 +00:00
EFINOB 13072;Mast;623729.836N 245500.261E;62.6249545233;24.916739096;333;1144;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;13.11.1987 0.00.00 +00:00
EFINOB 13076;Mast;625720.864N 225710.103E;62.955795694;22.952806437;1060;1481;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.5.1972 0.00.00 +00:00
EFINOB 13080;Mast;625732.769N 230103.259E;62.959102506;23.0175718134;397;511;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1979 0.00.00 +00:00
EFINOB 13095;Mast;631438.04N 225337.411E;63.2438999814;22.8937252246;348;534;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;16.11.1987 0.00.00 +00:00
EFINOB 13127;Mast;633106.986N 231110.392E;63.5186072218;23.1862200452;342;516;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;27.11.1987 0.00.00 +00:00
EFINOB 13136;Chimney;635135.445N 230250.347E;63.8598459479;23.0473185681;459;472;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.5.1972 0.00.00 +00:00
EFINOB 13153;Mast;632832.342N 234744.528E;63.4756504761;23.7957022138;410;709;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1975 0.00.00 +00:00
EFINOB 13158;Mast;634406.719N 233018.433E;63.7351996497;23.5051201546;686;855;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.12.1977 0.00.00 +00:00
